name,team,points,ranking,type,year
Pozzovivo Domenico,Bahrain Merida Pro Cycling Team,159,126,best-classic-riders,2018
Debusschere Jens,Lotto Fix All,158,127,best-classic-riders,2018
Roche Nicolas,BMC Racing Team,153,139,best-classic-riders,2018
Roelandts Jürgen,BMC Racing Team,153,137,best-classic-riders,2018
van Emden Jos,Team LottoNL-Jumbo,151,141,best-classic-riders,2018
Mohorič Matej,Bahrain Merida Pro Cycling Team,150,143,best-classic-riders,2018
Kreuziger Roman,Mitchelton-Scott,143,154,best-classic-riders,2018
Boivin Guillaume,Israel Cycling Academy,140,156,best-classic-riders,2018
Brambilla Gianluca,Trek - Segafredo,134,163,best-classic-riders,2018
Docker Mitchell,Team EF Education First-Drapac p/b Cannondale,133,164,best-classic-riders,2018
Battaglin Enrico,Team LottoNL-Jumbo,122,174,best-classic-riders,2018
Frapporti Marco,Androni Giocattoli - Sidermec,117,180,best-classic-riders,2018
Jauregui Quentin,AG2R La Mondiale,110,191,best-classic-riders,2018
Bonifazio Niccolò,Bahrain Merida Pro Cycling Team,104,201,best-classic-riders,2018
Carapaz Richard,Movistar Team,103,202,best-classic-riders,2018
Villella Davide,Astana Pro Team,101,207,best-classic-riders,2018
Roux Anthony,Groupama - FDJ,97,216,best-classic-riders,2018
Yates Simon,Mitchelton-Scott,97,217,best-classic-riders,2018
Oomen Sam,Team Sunweb,96,221,best-classic-riders,2018
Vendrame Andrea,Androni Giocattoli - Sidermec,92,229,best-classic-riders,2018
Konrad Patrick,BORA - hansgrohe,91,232,best-classic-riders,2018
Vervaeke Louis,Team Sunweb,87,244,best-classic-riders,2018
Laengen Vegard Stake,UAE Team Emirates,87,247,best-classic-riders,2018
Conti Valerio,UAE Team Emirates,84,256,best-classic-riders,2018
Nieve Mikel,Mitchelton-Scott,84,258,best-classic-riders,2018
Kuznetsov Viacheslav,Team Katusha Alpecin,79,270,best-classic-riders,2018
Kiryienka Vasil,Team Sky,77,278,best-classic-riders,2018
Dempster Zak,Israel Cycling Academy,77,277,best-classic-riders,2018
Sbaragli Kristian,Israel Cycling Academy,76,281,best-classic-riders,2018
Haig Jack,Mitchelton-Scott,74,291,best-classic-riders,2018
Marcato Marco,UAE Team Emirates,73,296,best-classic-riders,2018
Würtz Schmidt Mads,Team Katusha Alpecin,71,299,best-classic-riders,2018
Hermans Ben,Israel Cycling Academy,66,319,best-classic-riders,2018
Vliegen Loïc,BMC Racing Team,66,317,best-classic-riders,2018
Cherel Mikaël,AG2R La Mondiale,64,322,best-classic-riders,2018
Gonçalves José,Team Katusha Alpecin,63,332,best-classic-riders,2018
Mullen Ryan,Trek - Segafredo,61,342,best-classic-riders,2018
Campenaerts Victor,Lotto Fix All,61,340,best-classic-riders,2018
Van der Sande Tosh,Lotto Fix All,60,348,best-classic-riders,2018
Ciccone Giulio,Bardiani - CSF,58,362,best-classic-riders,2018
Gesink Robert,Team LottoNL-Jumbo,58,363,best-classic-riders,2018
Lindeman Bert-Jan,Team LottoNL-Jumbo,58,364,best-classic-riders,2018
Sepúlveda Eduardo,Movistar Team,58,361,best-classic-riders,2018
Van Asbroeck Tom,Team EF Education First-Drapac p/b Cannondale,57,368,best-classic-riders,2018
Cavagna Rémi,Quick-Step Floors,57,373,best-classic-riders,2018
Mørkøv Michael,Quick-Step Floors,50,401,best-classic-riders,2018
Ventoso Francisco José,BMC Racing Team,47,416,best-classic-riders,2018
Lammertink Maurits,Team Katusha Alpecin,47,419,best-classic-riders,2018
Martin Tony,Team Katusha Alpecin,45,427,best-classic-riders,2018
Senni Manuel,Bardiani - CSF,45,426,best-classic-riders,2018
Poels Wout,Team Sky,45,428,best-classic-riders,2018
Ladagnous Matthieu,Groupama - FDJ,44,429,best-classic-riders,2018
De Marchi Alessandro,BMC Racing Team,40,461,best-classic-riders,2018
Pedersen Mads,Trek - Segafredo,39,476,best-classic-riders,2018
Venturini Clément,AG2R La Mondiale,39,466,best-classic-riders,2018
Pantano Jarlinson,Trek - Segafredo,38,485,best-classic-riders,2018
Masnada Fausto,Androni Giocattoli - Sidermec,38,483,best-classic-riders,2018
van Poppel Boy,Trek - Segafredo,36,498,best-classic-riders,2018
Pfingsten Christoph,BORA - hansgrohe,35,508,best-classic-riders,2018
Ballerini Davide,Androni Giocattoli - Sidermec,35,513,best-classic-riders,2018
Polanc Jan,UAE Team Emirates,35,507,best-classic-riders,2018
Schachmann Maximilian,Quick-Step Floors,34,521,best-classic-riders,2018
Barbin Enrico,Bardiani - CSF,34,522,best-classic-riders,2018
Scully Tom,Team EF Education First-Drapac p/b Cannondale,34,515,best-classic-riders,2018
Benedetti Cesare,BORA - hansgrohe,34,519,best-classic-riders,2018
Bak Lars Ytting,Lotto Fix All,33,537,best-classic-riders,2018
Torres Rodolfo Andrés,Androni Giocattoli - Sidermec,33,532,best-classic-riders,2018
Bilbao Pello,Astana Pro Team,33,540,best-classic-riders,2018
Van Hoecke Gijs,Team LottoNL-Jumbo,32,545,best-classic-riders,2018
Valls Rafael,Movistar Team,32,554,best-classic-riders,2018
Frison Frederik,Lotto Fix All,26,621,best-classic-riders,2018
Neilands Krists,Israel Cycling Academy,26,625,best-classic-riders,2018
de la Cruz David,Team Sky,25,650,best-classic-riders,2018
Berhane Natnael,Team Dimension Data,25,648,best-classic-riders,2018
Brown Nathan,Team EF Education First-Drapac p/b Cannondale,25,638,best-classic-riders,2018
Janse van Rensburg Jacques,Team Dimension Data,25,642,best-classic-riders,2018
Fernández Rubén,Movistar Team,25,637,best-classic-riders,2018
Meintjes Louis,Team Dimension Data,25,644,best-classic-riders,2018
Hirt Jan,Astana Pro Team,24,656,best-classic-riders,2018
Bertazzo Liam,Wilier Triestina - Selle Italia,24,661,best-classic-riders,2018
Curvers Roy,Team Sunweb,23,678,best-classic-riders,2018
Puccio Salvatore,Team Sky,23,671,best-classic-riders,2018
Hofstede Lennard,Team Sunweb,23,670,best-classic-riders,2018
Betancur Carlos,Movistar Team,23,675,best-classic-riders,2018
Venter Jaco,Team Dimension Data,23,684,best-classic-riders,2018
Reichenbach Sébastien,Groupama - FDJ,22,689,best-classic-riders,2018
Mori Manuele,UAE Team Emirates,21,705,best-classic-riders,2018
Coledan Marco,Wilier Triestina - Selle Italia,21,708,best-classic-riders,2018
de la Parte Víctor,Movistar Team,20,740,best-classic-riders,2018
Hamilton Chris,Team Sunweb,20,719,best-classic-riders,2018
Schillinger Andreas,BORA - hansgrohe,19,755,best-classic-riders,2018
Knees Christian,Team Sky,18,771,best-classic-riders,2018
Preidler Georg,Groupama - FDJ,18,781,best-classic-riders,2018
Formolo Davide,BORA - hansgrohe,17,798,best-classic-riders,2018
Antón Igor,Team Dimension Data,17,791,best-classic-riders,2018
Elissonde Kenny,Team Sky,16,822,best-classic-riders,2018
Zeits Andrey,Astana Pro Team,15,892,best-classic-riders,2018
Gibbons Ryan,Team Dimension Data,15,893,best-classic-riders,2018
Sabatini Fabio,Quick-Step Floors,15,840,best-classic-riders,2018
Andreetta Simone,Bardiani - CSF,15,889,best-classic-riders,2018
Mosca Jacopo,Wilier Triestina - Selle Italia,15,880,best-classic-riders,2018
Maestri Mirco,Bardiani - CSF,14,928,best-classic-riders,2018
van Poppel Danny,Team LottoNL-Jumbo,13,955,best-classic-riders,2018
Bouwman Koen,Team LottoNL-Jumbo,13,958,best-classic-riders,2018
Großschartner Felix,BORA - hansgrohe,12,979,best-classic-riders,2018
Denz Nico,AG2R La Mondiale,11,987,best-classic-riders,2018
Roglič Primož,Team Jumbo-Visma,1020,2,top-gc-riders,2019
Yates Simon,Mitchelton-Scott,988,4,top-gc-riders,2019
López Miguel Ángel,Astana Pro Team,946,5,top-gc-riders,2019
Izagirre Ion,Astana Pro Team,719,10,top-gc-riders,2019
Dumoulin Tom,Team Sunweb,717,11,top-gc-riders,2019
Landa Mikel,Movistar Team,636,15,top-gc-riders,2019
Carapaz Richard,Movistar Team,565,23,top-gc-riders,2019
Pozzovivo Domenico,Bahrain Merida,540,25,top-gc-riders,2019
Formolo Davide,BORA - hansgrohe,480,29,top-gc-riders,2019
Ulissi Diego,UAE Team Emirates,477,30,top-gc-riders,2019
Oomen Sam,Team Sunweb,458,33,top-gc-riders,2019
Caruso Damiano,Bahrain Merida,458,34,top-gc-riders,2019
Majka Rafał,BORA - hansgrohe,457,35,top-gc-riders,2019
Sosa Iván Ramiro,Team INEOS,410,41,top-gc-riders,2019
Mollema Bauke,Trek - Segafredo,400,44,top-gc-riders,2019
Jungels Bob,Deceuninck - Quick Step,380,46,top-gc-riders,2019
Bilbao Pello,Astana Pro Team,375,51,top-gc-riders,2019
Gallopin Tony,AG2R La Mondiale,322,58,top-gc-riders,2019
Carthy Hugh,EF Education First,296,63,top-gc-riders,2019
Brambilla Gianluca,Trek - Segafredo,294,64,top-gc-riders,2019
Masnada Fausto,Androni Giocattoli - Sidermec,252,76,top-gc-riders,2019
Navarro Daniel,Team Katusha Alpecin,240,79,top-gc-riders,2019
Geoghegan Hart Tao,Team INEOS,240,80,top-gc-riders,2019
Kangert Tanel,EF Education First,237,81,top-gc-riders,2019
Strakhov Dmitry,Team Katusha Alpecin,231,83,top-gc-riders,2019
Vuillermoz Alexis,AG2R La Mondiale,220,86,top-gc-riders,2019
Nieve Mikel,Mitchelton-Scott,206,94,top-gc-riders,2019
Viviani Elia,Deceuninck - Quick Step,198,100,top-gc-riders,2019
Kuss Sepp,Team Jumbo-Visma,181,116,top-gc-riders,2019
Villella Davide,Astana Pro Team,177,118,top-gc-riders,2019
Dombrowski Joe,EF Education First,165,126,top-gc-riders,2019
Owsian Łukasz,CCC Team,163,131,top-gc-riders,2019
Ghebreigzabhier Amanuel,Team Dimension Data,161,132,top-gc-riders,2019
Ciccone Giulio,Trek - Segafredo,155,137,top-gc-riders,2019
Polanc Jan,UAE Team Emirates,154,140,top-gc-riders,2019
O'Connor Ben,Team Dimension Data,153,141,top-gc-riders,2019
Conti Valerio,UAE Team Emirates,152,142,top-gc-riders,2019
Černý Josef,CCC Team,149,146,top-gc-riders,2019
Serry Pieter,Deceuninck - Quick Step,143,157,top-gc-riders,2019
Narváez Jhonatan,Team INEOS,138,161,top-gc-riders,2019
Madouas Valentin,Groupama - FDJ,135,165,top-gc-riders,2019
Dunbar Eddie,Team INEOS,131,173,top-gc-riders,2019
Gogl Michael,Trek - Segafredo,131,172,top-gc-riders,2019
Démare Arnaud,Groupama - FDJ,130,174,top-gc-riders,2019
Tolhoek Antwan,Team Jumbo-Visma,129,176,top-gc-riders,2019
Nibali Vincenzo,Bahrain Merida,124,185,top-gc-riders,2019
Juul-Jensen Christopher,Mitchelton-Scott,122,188,top-gc-riders,2019
Hamilton Chris,Team Sunweb,121,190,top-gc-riders,2019
Chaves Esteban,Mitchelton-Scott,120,191,top-gc-riders,2019
Caicedo Jonathan Klever,EF Education First,120,194,top-gc-riders,2019
Molano Juan Sebastián,UAE Team Emirates,114,209,top-gc-riders,2019
Amador Andrey,Movistar Team,105,234,top-gc-riders,2019
Zeits Andrey,Astana Pro Team,103,239,top-gc-riders,2019
Sütterlin Jasha,Movistar Team,102,241,top-gc-riders,2019
Sivakov Pavel,Team INEOS,97,256,top-gc-riders,2019
Canola Marco,Nippo Vini Fantini Faizanè,97,257,top-gc-riders,2019
Bouwman Koen,Team Jumbo-Visma,96,258,top-gc-riders,2019
Peters Nans,AG2R La Mondiale,91,271,top-gc-riders,2019
Hamilton Lucas,Mitchelton-Scott,90,275,top-gc-riders,2019
Knox James,Deceuninck - Quick Step,90,278,top-gc-riders,2019
Hirt Jan,Astana Pro Team,89,281,top-gc-riders,2019
Cataldo Dario,Astana Pro Team,88,285,top-gc-riders,2019
Benedetti Cesare,BORA - hansgrohe,84,293,top-gc-riders,2019
De Plus Laurens,Team Jumbo-Visma,84,295,top-gc-riders,2019
Antunes Amaro,CCC Team,83,297,top-gc-riders,2019
Kluge Roger,Lotto Soudal,80,302,top-gc-riders,2019
Bidard François,AG2R La Mondiale,77,319,top-gc-riders,2019
Le Gac Olivier,Groupama - FDJ,73,337,top-gc-riders,2019
van Emden Jos,Team Jumbo-Visma,72,339,top-gc-riders,2019
Henao Sebastián,Team INEOS,70,341,top-gc-riders,2019
Campenaerts Victor,Lotto Soudal,70,349,top-gc-riders,2019
Warbasse Larry,AG2R La Mondiale,68,364,top-gc-riders,2019
Haga Chad,Team Sunweb,66,369,top-gc-riders,2019
De Gendt Thomas,Lotto Soudal,65,370,top-gc-riders,2019
Boivin Guillaume,Israel Cycling Academy,61,394,top-gc-riders,2019
Gradek Kamil,CCC Team,61,393,top-gc-riders,2019
Conci Nicola,Trek - Segafredo,59,412,top-gc-riders,2019
Puccio Salvatore,Team INEOS,55,441,top-gc-riders,2019
Biermans Jenthe,Team Katusha Alpecin,53,458,top-gc-riders,2019
Bauer Jack,Mitchelton-Scott,52,465,top-gc-riders,2019
Pedrero Antonio,Movistar Team,51,476,top-gc-riders,2019
Durbridge Luke,Mitchelton-Scott,51,474,top-gc-riders,2019
Vendrame Andrea,Androni Giocattoli - Sidermec,51,471,top-gc-riders,2019
Gavazzi Francesco,Androni Giocattoli - Sidermec,48,496,top-gc-riders,2019
Koren Kristijan,Bahrain Merida,48,500,top-gc-riders,2019
Hindley Jai,Team Sunweb,45,513,top-gc-riders,2019
Hansen Adam,Lotto Soudal,45,514,top-gc-riders,2019
Gibbons Ryan,Team Dimension Data,45,516,top-gc-riders,2019
Schwarzmann Michael,BORA - hansgrohe,45,517,top-gc-riders,2019
Hollenstein Reto,Team Katusha Alpecin,43,524,top-gc-riders,2019
Sbaragli Kristian,Israel Cycling Academy,43,529,top-gc-riders,2019
Mas Lluís,Movistar Team,41,535,top-gc-riders,2019
Neilands Krists,Israel Cycling Academy,41,534,top-gc-riders,2019
Ludvigsson Tobias,Groupama - FDJ,40,543,top-gc-riders,2019
Simion Paolo,Bardiani - CSF,40,545,top-gc-riders,2019
Battaglin Enrico,Team Katusha Alpecin,39,560,top-gc-riders,2019
Consonni Simone,UAE Team Emirates,38,581,top-gc-riders,2019
Carboni Giovanni,Bardiani - CSF,38,582,top-gc-riders,2019
de la Parte Víctor,CCC Team,38,578,top-gc-riders,2019
Van der Sande Tosh,Lotto Soudal,37,586,top-gc-riders,2019
Vervaeke Louis,Team Sunweb,36,604,top-gc-riders,2019
Rota Lorenzo,Bardiani - CSF,36,600,top-gc-riders,2019
Denz Nico,AG2R La Mondiale,35,612,top-gc-riders,2019
Bohli Tom,UAE Team Emirates,35,614,top-gc-riders,2019
Sinkeldam Ramon,Groupama - FDJ,33,631,top-gc-riders,2019
Selig Rüdiger,BORA - hansgrohe,33,626,top-gc-riders,2019
Scotson Miles,Groupama - FDJ,32,640,top-gc-riders,2019
Ewan Caleb,Lotto Soudal,32,639,top-gc-riders,2019
Bakelants Jan,Team Sunweb,31,653,top-gc-riders,2019
Bole Grega,Bahrain Merida,31,647,top-gc-riders,2019
De Buyst Jasper,Lotto Soudal,30,665,top-gc-riders,2019
Guarnieri Jacopo,Groupama - FDJ,30,671,top-gc-riders,2019
Nibali Antonio,Bahrain Merida,29,685,top-gc-riders,2019
Boaro Manuele,Astana Pro Team,28,687,top-gc-riders,2019
Maestri Mirco,Bardiani - CSF,28,703,top-gc-riders,2019
Ackermann Pascal,BORA - hansgrohe,28,705,top-gc-riders,2019
Cattaneo Mattia,Androni Giocattoli - Sidermec,27,710,top-gc-riders,2019
Sénéchal Florian,Deceuninck - Quick Step,25,776,top-gc-riders,2019
Modolo Sacha,EF Education First,25,735,top-gc-riders,2019
Nizzolo Giacomo,Team Dimension Data,23,811,top-gc-riders,2019
Rojas José Joaquín,Movistar Team,22,819,top-gc-riders,2019
Frapporti Marco,Androni Giocattoli - Sidermec,20,857,top-gc-riders,2019
Bennett Sean,EF Education First,19,859,top-gc-riders,2019
Carretero Héctor,Movistar Team,15,962,top-gc-riders,2019
Cimolai Davide,Israel Cycling Academy,15,963,top-gc-riders,2019
Viviani Elia,Deceuninck - Quick Step,1666.4,1,top-sprinters,2019
Ackermann Pascal,BORA - hansgrohe,1069.4,4,top-sprinters,2019
Démare Arnaud,Groupama - FDJ,1015,5,top-sprinters,2019
Gaviria Fernando,UAE Team Emirates,816,10,top-sprinters,2019
Belletti Manuel,Androni Giocattoli - Sidermec,802,13,top-sprinters,2019
Mareczko Jakub,CCC Team,702,16,top-sprinters,2019
Nizzolo Giacomo,Team Dimension Data,676,18,top-sprinters,2019
Ewan Caleb,Lotto Soudal,640.2,21,top-sprinters,2019
Modolo Sacha,EF Education First,465,34,top-sprinters,2019
Molano Juan Sebastián,UAE Team Emirates,454,37,top-sprinters,2019
Consonni Simone,UAE Team Emirates,411,46,top-sprinters,2019
Moschetti Matteo,Trek - Segafredo,384,52,top-sprinters,2019
Canola Marco,Nippo Vini Fantini Faizanè,338.5,67,top-sprinters,2019
Simion Paolo,Bardiani - CSF,312,72,top-sprinters,2019
Sénéchal Florian,Deceuninck - Quick Step,289.6,80,top-sprinters,2019
Lobato Juan José,Nippo Vini Fantini Faizanè,248,103,top-sprinters,2019
De Buyst Jasper,Lotto Soudal,241,107,top-sprinters,2019
Gavazzi Francesco,Androni Giocattoli - Sidermec,229,116,top-sprinters,2019
Boivin Guillaume,Israel Cycling Academy,221,124,top-sprinters,2019
Battaglin Enrico,Team Katusha Alpecin,221,125,top-sprinters,2019
McCarthy Jay,BORA - hansgrohe,204,141,top-sprinters,2019
Cima Damiano,Nippo Vini Fantini Faizanè,195,149,top-sprinters,2019
Strakhov Dmitry,Team Katusha Alpecin,185.4,161,top-sprinters,2019
Madouas Valentin,Groupama - FDJ,166,178,top-sprinters,2019
Sbaragli Kristian,Israel Cycling Academy,148,204,top-sprinters,2019
Vendrame Andrea,Androni Giocattoli - Sidermec,145.4,214,top-sprinters,2019
Gibbons Ryan,Team Dimension Data,144.2,217,top-sprinters,2019
Barbin Enrico,Bardiani - CSF,137,235,top-sprinters,2019
Mollema Bauke,Trek - Segafredo,131,254,top-sprinters,2019
Černý Josef,CCC Team,126.2,265,top-sprinters,2019
Bennett Sean,EF Education First,124,273,top-sprinters,2019
Ulissi Diego,UAE Team Emirates,123,277,top-sprinters,2019
Maestri Mirco,Bardiani - CSF,121,283,top-sprinters,2019
Lonardi Giovanni,Nippo Vini Fantini Faizanè,115,297,top-sprinters,2019
Bole Grega,Bahrain Merida,113.2,302,top-sprinters,2019
Selig Rüdiger,BORA - hansgrohe,111.6,309,top-sprinters,2019
Denz Nico,AG2R La Mondiale,107,320,top-sprinters,2019
Bagioli Nicola,Nippo Vini Fantini Faizanè,106,323,top-sprinters,2019
Kuznetsov Viacheslav,Team Katusha Alpecin,105,329,top-sprinters,2019
Vuillermoz Alexis,AG2R La Mondiale,95.2,367,top-sprinters,2019
Yates Simon,Mitchelton-Scott,89,398,top-sprinters,2019
Le Gac Olivier,Groupama - FDJ,87,407,top-sprinters,2019
Owsian Łukasz,CCC Team,84,422,top-sprinters,2019
Sinkeldam Ramon,Groupama - FDJ,80,440,top-sprinters,2019
Serry Pieter,Deceuninck - Quick Step,80,444,top-sprinters,2019
Ghebreigzabhier Amanuel,Team Dimension Data,76.8,469,top-sprinters,2019
Caicedo Jonathan Klever,EF Education First,75,480,top-sprinters,2019
Van der Sande Tosh,Lotto Soudal,74,489,top-sprinters,2019
Rojas José Joaquín,Movistar Team,73,494,top-sprinters,2019
Izagirre Ion,Astana Pro Team,72.8,500,top-sprinters,2019
Rota Lorenzo,Bardiani - CSF,70,516,top-sprinters,2019
Narváez Jhonatan,Team INEOS,68,534,top-sprinters,2019
Bilbao Pello,Astana Pro Team,67,543,top-sprinters,2019
Honoré Mikkel Frølich,Deceuninck - Quick Step,67,540,top-sprinters,2019
Chaves Esteban,Mitchelton-Scott,64,556,top-sprinters,2019
Biermans Jenthe,Team Katusha Alpecin,61,582,top-sprinters,2019
Wyss Danilo,Team Dimension Data,60,594,top-sprinters,2019
Carapaz Richard,Movistar Team,60,597,top-sprinters,2019
Pozzovivo Domenico,Bahrain Merida,57.5,621,top-sprinters,2019
Haller Marco,Team Katusha Alpecin,56,636,top-sprinters,2019
Mas Lluís,Movistar Team,52.5,663,top-sprinters,2019
Bohli Tom,UAE Team Emirates,51,678,top-sprinters,2019
Nibali Vincenzo,Bahrain Merida,49.4,700,top-sprinters,2019
López Miguel Ángel,Astana Pro Team,49,712,top-sprinters,2019
Gradek Kamil,CCC Team,46,733,top-sprinters,2019
Sütterlin Jasha,Movistar Team,43,778,top-sprinters,2019
Renshaw Mark,Team Dimension Data,41,812,top-sprinters,2019
Vanendert Jelle,Lotto Soudal,41,819,top-sprinters,2019
Benedetti Cesare,BORA - hansgrohe,41,811,top-sprinters,2019
Warbasse Larry,AG2R La Mondiale,40,835,top-sprinters,2019
Sabatini Fabio,Deceuninck - Quick Step,39,848,top-sprinters,2019
Villella Davide,Astana Pro Team,38.8,852,top-sprinters,2019
Majka Rafał,BORA - hansgrohe,36.4,891,top-sprinters,2019
Carboni Giovanni,Bardiani - CSF,36,911,top-sprinters,2019
Geoghegan Hart Tao,Team INEOS,36,905,top-sprinters,2019
Bakelants Jan,Team Sunweb,34,965,top-sprinters,2019
Dumoulin Tom,Team Sunweb,32.2,985,top-sprinters,2019
Campenaerts Victor,Lotto Soudal,916,2,top-time-trial-riders,2019
Dumoulin Tom,Team Sunweb,680,5,top-time-trial-riders,2019
Roglič Primož,Team Jumbo-Visma,492,6,top-time-trial-riders,2019
van Emden Jos,Team Jumbo-Visma,438,8,top-time-trial-riders,2019
Jungels Bob,Deceuninck - Quick Step,296,21,top-time-trial-riders,2019
Izagirre Ion,Astana Pro Team,279,24,top-time-trial-riders,2019
Černý Josef,CCC Team,188,43,top-time-trial-riders,2019
Bohli Tom,UAE Team Emirates,180,45,top-time-trial-riders,2019
Yates Simon,Mitchelton-Scott,170,49,top-time-trial-riders,2019
Bookwalter Brent,Mitchelton-Scott,157,56,top-time-trial-riders,2019
Durbridge Luke,Mitchelton-Scott,155,57,top-time-trial-riders,2019
Gallopin Tony,AG2R La Mondiale,149,60,top-time-trial-riders,2019
Haga Chad,Team Sunweb,146,63,top-time-trial-riders,2019
Gradek Kamil,CCC Team,138,66,top-time-trial-riders,2019
